"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"899",113350,"Are We Not Robots","Happy Hour Crag > Boulder Canyon > Boulder > Colorado","https://www.mountainproject.com/route/106159945/are-we-not-robots",1.9,"Trad, TR","5.7",1,80,40.0033,-105.3939,"Here's another line in Boulder Canyon that I am sure has been climbed for years but is undocumented as far as I know.    Climb a shallow dihedral just left of the start to Are We Not Men and climb straight up~ avoiding the small roof by climbing around its left side.  The faces moves are on good quality rock but might feel a bit spicy on lead.  Continue up as for Are We Not Men~ Twofers~ et al.","Standard rack to 3"".  A bit runout.  Can be easily toproped from trees at the top of the crag.",55
"900",20342,"Christmas Bacon","Hogwild > Hogsback > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California","https://www.mountainproject.com/route/108303536/christmas-bacon",1.8,"Trad","5.4",1,115,38.80235,-120.1392,"This is a good beginner's slab route on the same pillar as Innie. The name is unofficial (Triplet) and comes from a horizontal string of three vugs that look like belly buttons below the first bolt. Climb up and over a fun~ easy roof. There are some interesting moves after bolt 3. I used features and the left edge after the last bolt to keep it interesting and fun. The short crack/seam near the top takes a nice red alien placement. Name change on 9-22-18 based on info in comments section.","4 bolts and optional red alien or other 1"" cam.",12
"901",45165,"They tried to bury us, not realizing we were seeds!","Nueva Esperanza > Mount Charleston > Southern Nevada > Nevada","https://www.mountainproject.com/route/114195019/they-tried-to-bury-us-not-realizing-we-were-seeds",2.3,"Sport","5.9",1,50,36.27524,-115.66963,"A cruxy start leads to cruiser chert climbing to the anchor.      This route was bolted solely for the purpose of allowing for the first ascent~ and the first ascent information is posted here solely to document the history of the first ascent. No person should read this posting with the assumption that this route or the fixed gear left behind is safe in any way or otherwise appropriate to allow for safe subsequent ascents. Climbing is dangerous and should only be done with the appropriate training and risk management practices that include providing for the climber's own safety. Attempting to climb this route as described above or by any other means or methods could result in injury or death.","Stainless bolts to mussys.",18
"902",31116,"Seven Samurai","Tonsai Tower > Koh Phi-Phi > South - Islands & Beaches > Thailand > Asia > International","https://www.mountainproject.com/route/106001132/seven-samurai",2.8,"Sport","5.10c",1,80,7.7347,98.7657,"This is the last (right-most) of the climbs on the left on Tonsai Tower~ right before a large band of loose rock with lots of horizontal cuts.  Climbs up the other side of the arête from Mr. Phi Phi.  Walk left from where the trail meets the wall.     Easy to the half way point~ then pull a steep bulge/roof on giant jugs and finish on steep terrain with huge pockets.","Ti and SS glue in bolts.  12 draws.",12
"903",88434,"Deja' Vu Prophecy","Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota","https://www.mountainproject.com/route/105715013/deja-vu-prophecy",3.8,"Sport","5.10c",2,240,43.88242,-103.46227,"This route is on the opposite corner of Weird Water~ towards Mount Rushmore on the same rock.    Start the climb going diagonalling left along a schist band into a groove~ pull through the top of the groove and go till the wall steepens. Set a belay here. Keep following the bolts up the very exposed prow till you get to the anchors which are by the anchors for Weird Water. This is a fabulous route","Excellent bolt placements",36
"904",97524,"Butthead","Barnum Rock > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona","https://www.mountainproject.com/route/105738548/butthead",1.8,"Sport","5.7",1,80,32.40108,-110.69681,"This is directly to the right of Beavis on the west face.  Follow the bolts using great jugs for hands and feet.  Good route for a warm-up and a good beginner lead.","6 bolts~ two cold shuts and a set of cold shuts with chains form an anchor shared with Beavis.",24
"905",8918,"Get Up, Stand Up","D. Front Triangle > B. Upper Tier > Tiers of Zion > Lookout Mountain Road > Golden > Colorado","https://www.mountainproject.com/route/112789235/get-up-stand-up",1.2,"Sport","5.8",1,60,39.7441,-105.24211,"A steep dish leads to a high horizontal jug rail and a pull up onto the slabby face above.  The final section to the anchors hides a few more stout moves on thin holds.  The top anchors are a solid body length below the ledge on top and therefore are not easily accessed from above. The bottom of the route can be accessed by walking to the right up a ramp from the bottom of Reggaeton/Kinky Reggae~ on the left side of the Front Triangle.    There is a TR variation to the left of the regular start-- it goes up through an overhanging~ broken section that might be able to be led on gear~ 5.10ish.","6 bolts to a 2-bolt anchor.",15
"906",57517,"Souders Crack","Long Wall > Northern Gorge > Red River Gorge > Kentucky","https://www.mountainproject.com/route/106937634/souders-crack",3,"Trad","5.11 R",1,80,37.8446,-83.6686,"Souder's Crack is the direct line below the anchors of Rock Wars. Start up as for Rock Wars~ but stay left~ heading straight up the flake as it gets more difficult.     This route would be very dangerous to lead~ as it would be a solo for the first 50' of 5.9 climbing and would rely on very small gear for the crux up high. Probably best to TR this unless you've got it dialed.","Thin stuff to 1"" or so.",25
"907",114009,"Slab Happy","The South Slabs > Greyrock > Poudre Canyon > Fort Collins > Colorado","https://www.mountainproject.com/route/105750613/slab-happy",2.5,"Sport","5.7",1,70,40.7143,-105.2934,"Slab Happy is found on the Southeast slabs on the second tier. It is the first bolted route on the left. Follow 5 bolts up a clean slab with small edges.  Save a medium Tricam for the finish~ to avoid a runout on the tricky finish. Rap 70 feet from chains.  A very enjoyable route.","5 bolts~ pro to 1 inch.",14
"908",68881,"Little Light","Tea and Crumpets Wall > Deep Creek > Tennessee","https://www.mountainproject.com/route/107162729/little-light",2.5,"Sport","5.9",1,80,35.2957,-85.19505,"The first of several moderates near the trailhead for the Tea and Crumpets Wall~ this nice line offers fun climbing with a tricky sequence near the top.    Face climbing past a couple of bolts leads to a spacious ledge.  Continue up to shallow roof; pull the roof and continue to the anchors.","5-6 bolts; open shut anchors.",22
"909",104375,"Dr. Know","Sunnyside > Box Canyon East > New Jack City > High Desert > California","https://www.mountainproject.com/route/105913371/dr-know",1.7,"Sport","5.10c",1,40,34.66582,-116.97773,"Route is easily identifiable by bolt line.  All bolts seem to clip from the left.  This route is awkward and you are nearly forced to use one arm gastons.  Extremely difficult to see holds and bolts during low sun in the winter.","4 bolts to shut anchors",56
"910",92458,"Latch Key Kids","Whippoorwill > Summersville Area > The New River Gorge > West Virginia","https://www.mountainproject.com/route/107540073/latch-key-kids",3.4,"Sport","5.10a/b",1,70,38.2338,-80.8552,"Sustained route with approximately 4 different 5.10a cruxes throughout.","9 Bolts. 2 bolt anchor.",93
"911",30160,"Charro","D. Hot Tamale Wall > The Main Wall > Wild Iris > Lander Area > Wyoming","https://www.mountainproject.com/route/105863225/charro",3.6,"Sport","5.12b",1,70,42.58489,-108.73638,"This one has it all~ steep big movement on good holds~ precise moves to smaller holds and a thinking person's vert techfest~ and even a pumpy but easier bulge up high.  Get on this one for a full outing.","11 clips to anchors.",52
"912",69025,"Corner Pockets","T-Wall East > The Tennessee Wall > Tennessee","https://www.mountainproject.com/route/105918868/corner-pockets",2.2,"Trad","5.10a",1,40,35.07379,-85.40108,"This route is located a little past Hungry for Heaven on the right. It's a short~ perfect looking left facing corner with a small roof near the top. Rap off a tree.","none listed",21
"913",34611,"Full Moon Fever","Upper Measles Wall > Measles Walls > Crane Mountain > G: Indian Lake Region > Adirondacks > New York","https://www.mountainproject.com/route/106594374/full-moon-fever",2.3,"Sport","5.7 PG13",1,50,43.5378,-73.9677,"Climb up the pockmarked face~ passing three bolts to reach the short crack and then an obscure ledge (V1). Continue up the short face above using the right-slanting crack.   Var 1 5.8 G: Continue diagonally up left~ passing one more bolt (the top bolt of El Muerte Rojo).","3 Quickdraws and a few small to large cams.",18
"914",91709,"Front C","South Peak - West Face > Seneca Rocks > West Virginia","https://www.mountainproject.com/route/105917531/front-c",2.7,"Trad","5.6",1,50,38.83453,-79.36677,"Another nice~ but rather short route~ would be a classic if it was longer.    Starts at the rap rings near a pine tree on the Le Gourmet Traverse ledge. Climb the obvious left facing corner to a Old man's Traverse ledge. Short but fun. Large pine at top.","Up to handsize",157
"915",52204,"Zipperhead","Magic Bus > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/105732332/zipperhead",1.9,"Trad","5.8 R",1,70,36.15337,-115.43547,"To find this route first locate Neon Sunset~ as described on this site.     From Neon Sunset~ walk 3 meters right to a set of thin cracks tending up and right. At the end of the first crack~ step right join a second crack system and eventually to a bolt. Continue climbing until the difficulty eases and then choose to go up and left the anchors of Neon Sunset~ or up and right to the anchors on Technicolor Sunrise.","A light rack of small gear and a few draws for the bolt and fixed anchors up top.  The route name probably refers to pulling some of the 'iffy' gear that might be fallen on here.",63
"916",53468,"Cowboy Gibberish","G. Cowboy Poetry > The Main Wall > Wild Iris > Lander Area > Wyoming","https://www.mountainproject.com/route/107190258/cowboy-gibberish",3.2,"Sport","5.11b",1,60,42.58497,-108.73151,"This route used to be an easier variation to Cowboy Poetry that bailed left to avoid the high roof.  Unfortunately some mentally ill person ( probably the notorious crag menace Alf) chopped the bolts.  Fortunately there is a lowering station just below the roof~ so its still possible to climb the 5.11 section of Cowboy Poetry and skip the roof.","~6 bolts~ 2BA.",39
"917",59020,"The Great Train Robbery Extension","Robber's Roost > Mount Charleston > Southern Nevada > Nevada","https://www.mountainproject.com/route/108136118/the-great-train-robbery-extension",3.4,"Sport","5.12a",1,110,36.3013,-115.61304,"This is the extension of the popular Train Robbery route- continue past the first anchors of the Train Robbery~ going straight up (out left is 5.11d) through two distinct cruxes to reach the chains high above.    A 70m is needed to lower off to the ground~ or you can use the mid-point lower off if you have a 60m (make sure to kick off from the wall so you can swing in and grab the chains).","Bolts~ chain draws",37
